Name,Score,Japanese name,Type,Favorites,Completed
Gantz 2nd Stage,7.08,ガンツ,TV,464,108501
Seikai no Senki,7.72,星界の戦旗,TV,261,16557
Seikai no Senki II,7.84,星界の戦旗 II,TV,116,13721
Seikai no Senki III,7.7,星界の戦旗 III,OVA,52,10702
Seikai no Senki Special,7.26,星界の戦旗 特別編,Special,2,1673
Seihou Bukyou Outlaw Star,7.87,星方武侠アウトロースター,TV,2134,65883
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8,るろうに剣心 -明治剣客浪漫譚- 星霜編,OVA,400,55197
Otogi Juushi Akazukin OVA,6.48,おとぎ銃士 赤ずきん,OVA,1,810
Hanaukyou Maid-tai,6.62,花右京メイド隊,TV,43,17078
Bastard!!: Ankoku no Hakaishin,6.75,バスタード!! 暗黒の破壊神,OVA,133,18022
Blood: The Last Vampire,6.91,BLOOD THE LAST VAMPIRE (ブラッド ザ ラスト ヴァンパイア),Movie,242,70311
Buzzer Beater,6.56,BUZZER BEATER,TV,13,7603
Tantei Gakuen Q,7.76,探偵学園Q,TV,238,14895
Final Fantasy VII: Last Order,7.33,ラストオーダー -ファイナルファンタジーVII-,Special,151,50105
Gun x Sword,7.28,ガン×ソード,TV,327,35795
Kore ga Watashi no Goshujinsama,6.56,これが私の御主人様,TV,139,44737
Hametsu no Mars,2.23,破滅のマルス,OVA,278,41464
Tonari no Yamada-kun,7.19,ホーホケキョ となりの山田くん,Movie,79,23117
Kurenai no Buta,7.98,紅の豚,Movie,1350,135717
Ragnarök The Animation,6.47,RAGNARÖK THE ANIMATION,TV,120,27148
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,らんま 1/2 中国寝崑崙大決戦! 掟やぶりの激闘編!!,Movie,21,14906
Samurai Deeper Kyou,6.92,SAMURAI DEEPER KYO,TV,212,29111
Spriggan,6.68,スプリガン,Movie,42,13805
Stratos 4,6.66,ストラトス・フォー,TV,27,5062
Stratos 4 OVA,6.73,ストラトス・フォー OVA,OVA,2,1849
Stratos 4 Advance,6.85,ストラトス・フォー アドヴァンス,OVA,2,1968
Dirty Pair,7.18,ダーティペア,TV,156,5783
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,私立荒磯高等学校生徒会執行部,OVA,10,3808
Final Fantasy,6.12,ファイナルファンタジー,OVA,25,7766
Kaleido Star,7.94,カレイドスター,TV,1396,37075
Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,カレイドスター ～新たなる翼～ EXTRA STAGE,OVA,24,9735
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,カレイドスター Legend of Phoenix ～レイラ・ハミルトン物語～,OVA,39,9277
Fullmetal Alchemist: The Conqueror of Shamballa,7.57,劇場版 鋼の錬金術師 シャンバラを征く者,Movie,704,245283
Howl no Ugoku Shiro,8.67,ハウルの動く城,Movie,17845,754791
Iria: Zeiram The Animation,7.07,イ・リ・ア ゼイラム The Animation,OVA,95,9686
"Kumo no Mukou, Yakusoku no Basho",7.56,雲のむこう、約束の場所,Movie,726,98242
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,Legend of Lemnear 極黒の翼 バルキサス,OVA,2,3726
Magic Knight Rayearth,7.46,魔法騎士（マジックナイト）レイアース,TV,540,30690
Perfect Blue,8.48,パーフェクトブルー,Movie,9942,256041
Phantom The Animation,6.54,ファントム THE ANIMATION,OVA,19,7201
RG Veda,6.14,聖伝,OVA,15,4139
Shoujo Kakumei Utena,8.2,少女革命ウテナ,TV,6311,52178
Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,少女革命ウテナ　アドゥレセンス黙示録,Movie,482,26623
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,劇場版　NARUTO　大活劇！雪姫忍法帖だってばよ!!,Movie,303,202775
Onegai☆Teacher: Himitsu na Futari,7.32,おねがい☆ティーチャー ヒミツなふたり,OVA,61,36934
Maria-sama ga Miteru: Haru,7.68,マリア様がみてる～春～,TV,79,14293
Tales of Eternia The Animation,6.21,テイルズ オブ エターニア THE ANIMATION,TV,12,7653
Weiß Kreuz Glühen,6.59,ヴァイスクロイツ・グリーエン,TV,27,4593
Weiß Kreuz,6.73,Weiß kreuz　ヴァイス　クロイツ,TV,171,8247
Tenjou Tenge: The Ultimate Fight,7.06,天上天下ULTIMATE FIGHT,OVA,41,29997
InuYasha Movie 4: Guren no Houraijima,7.54,犬夜叉 紅蓮の蓬莱島,Movie,221,63504
InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,犬夜叉 鏡の中の夢幻城,Movie,303,72597
InuYasha Movie 3: Tenka Hadou no Ken,7.8,犬夜叉 天下覇道の剣,Movie,243,68332
InuYasha Movie 1: Toki wo Koeru Omoi,7.56,犬夜叉 時代を越える想い,Movie,186,70124
.hack//Gift,6.16,.hack//GIFT,OVA,25,13874
Fantastic Children,7.55,ファンタジックチルドレン,TV,272,7802
Gokujou Seitokai,6.94,極上生徒会,TV,63,7361
Mushishi,8.69,蟲師,TV,23066,235371
Buttobi!! CPU,6.24,ぶっとび!!CPU,OVA,11,3945
One Piece Movie 1,7.1,ONE PIECE,Movie,284,72673
One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,ワンピース ねじまき島の冒険,Movie,27,57933
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,ワンピース 珍獣島のチョッパー王国,Movie,21,52112
One Piece Movie 4: Dead End no Bouken,7.59,ワンピース デッドエンドの冒険,Movie,56,61212
One Piece Movie 5: Norowareta Seiken,7.23,ワンピース呪われた聖剣,Movie,23,50240
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,ワンピース オマツリ男爵と秘密の島,Movie,211,56748
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,ワンピース THE MOVIE カラクリ城のメカ巨兵,Movie,18,44765
One Piece: Taose! Kaizoku Ganzack,6.76,ワンピース 倒せ！海賊ギャンザック,OVA,9,21178
Koukaku Kidoutai: Stand Alone Complex,8.45,攻殻機動隊 STAND ALONE COMPLEX,TV,8128,170891
Innocence,7.82,イノセンス,Movie,873,98216
Karin,7.17,かりん,TV,868,108195
Okusama wa Joshikousei (TV),6.34,おくさまは女子高生,TV,40,11579
To Heart 2,6.52,トゥハート2,TV,37,8472
To Heart,6.6,トゥハート,TV,43,10962
Tide-Line Blue,6.66,タイドライン・ブルー,TV,10,3382
Macross Plus,7.72,マクロスプラス,OVA,386,23744
Hotori: Tada Saiwai wo Koinegau,6.93,ほとり～たださいわいを希う,Movie,9,2358
Ginban Kaleidoscope,7.34,銀盤カレイドスコープ,TV,172,26890
Aria the Animation,7.69,ARIA The ANIMATION,TV,1891,46214
Sousei no Aquarion,7.11,創聖のアクエリオン,TV,348,36694
Ueki no Housoku,7.76,うえきの法則,TV,879,51123
Yu☆Gi☆Oh! Duel Monsters,7.47,遊☆戯☆王　デュエルモンスターズ,TV,3848,224794
Yu☆Gi☆Oh!: Duel Monsters GX,7.16,遊☆戯☆王　デュエルモンスターズ GX,TV,1340,119800
Kurau Phantom Memory,7.35,クラウ ファントムメモリー,TV,133,8114
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.35,劇場版　幻想魔伝最遊記　Requiem　選ばれざる者への鎮魂歌,Movie,23,5723
Damekko Doubutsu,7.29,だめっこどうぶつ,TV,58,6243
Kino no Tabi: The Beautiful World,8.34,キノの旅 -the Beautiful World-,TV,5866,86441
Girls Bravo: Second Season,6.68,GIRLSブラボー second season,TV,152,60027
Ichigo Mashimaro,7.66,苺ましまろ,TV,756,34913
Kamichu!,7.4,かみちゅ!,TV,229,18722
Paniponi Dash!,7.45,ぱにぽにだっしゅ！,TV,400,21246
Armitage III: Dual-Matrix,6.86,アミテージ・ザ・サード DUAL-MATRIX,Movie,21,12003
Armitage III: Poly-Matrix,7.08,アミテージ・ザ・サード POLY-MATRIX,Movie,34,9448
Bakuretsu Hunters,6.71,爆れつハンター,TV,43,7167
Kamui no Ken,6.63,カムイの剣,Movie,12,2282
Yami to Boushi to Hon no Tabibito,6.58,ヤミと帽子と本の旅人,TV,105,11586
Haja Taisei Dangaiou,6.13,破邪大星弾劾凰 [ダンガイオー],OVA,6,2256
Makai Toshi Shinjuku,6.17,魔界都市〈新宿〉,OVA,36,8938
Doraemon,7.36,ドラえもん,TV,163,11608
Dragon Ball Movie 1: Shen Long no Densetsu,6.83,ドラゴンボール 神龍の伝説,Movie,41,46030
Eien no Aselia,5.51,永遠のアセリア,OVA,4,1851
Fatal Fury: The Motion Picture,6.59,餓狼伝説,Movie,41,8522
Fushigiboshi no☆Futagohime,7.27,ふしぎ星の☆ふたご姫,TV,90,4050
Glass no Kamen,7.34,ガラスの仮面,TV,41,2790
Gravitation: Lyrics of Love,6.96,グラビテーション,OVA,107,23789
Tottoko Hamtarou,6.97,とっとこハム太郎,TV,239,24527
I My Me! Strawberry Eggs,6.81,あぃまぃみぃ！ストロベリー・エッグ,TV,102,23157
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.89,下級生２ ～瞳の中の少女たち～,TV,7,1718
Kidou Shinsengumi Moeyo Ken TV,6.19,機動新撰組 萌えよ剣 TV,TV,2,2134
Majo no Takkyuubin,8.24,魔女の宅急便,Movie,3695,323535
Tenkuu no Shiro Laputa,8.31,天空の城ラピュタ,Movie,3090,279056
Cossette no Shouzou,6.85,コゼットの肖像,OVA,378,31015
Hajimari no Boukensha-tachi: Legend of Crystania,6.06,はじまりの冒険者たち レジェンド・オブ・クリスタニア,Movie,6,2509
Keroro Gunsou,7.7,ケロロ軍曹,TV,1061,20350
School Rumble: Ichi Gakki Hoshuu,7.75,スクールランブル一学期補習,OVA,130,42272
Mahou no Princess Minky Momo,6.74,魔法のプリンセス　ミンキーモモ,TV,20,1871
Mahoraba: Heartful days,7.34,まほらば ~Heartful days~,TV,103,12201
Marmalade Boy Movie,7.35,ママレード・ボーイ (1995),Movie,31,5666
Mermaid Melody Pichi Pichi Pitch,7.04,マーメイドメロディー ぴちぴちピッチ,TV,850,42456
Metropolis,7.54,メトロポリス,Movie,499,46558
Tonari no Totoro,8.31,となりのトトロ,Movie,6751,620070
Onegai☆Twins: Natsu wa Owaranai,7.04,おねがい☆ツインズ 夏は終わらない,OVA,11,23281
Otogizoushi,6.98,お伽草子,TV,45,4203
Boku no Chikyuu wo Mamotte,7.17,ぼくの地球を守って,OVA,108,5705
Pokemon,7.34,ポケットモンスター,TV,4940,339007
Pokemon Movie 01: Mewtwo no Gyakushuu,7.63,ポケットモンスター ミュウツーの逆襲,Movie,336,190089
Saishuu Heiki Kanojo,7.18,最終兵器彼女,TV,563,40458
Bishoujo Senshi Sailor Moon,7.68,美少女戦士セーラームーン,TV,9310,178544
Bishoujo Senshi Sailor Moon R: The Movie,7.7,美少女戦士セーラームーンＲ THE MOVIE,Movie,240,44550
Bishoujo Senshi Sailor Moon S,7.85,美少女戦士セーラームーン S,TV,1428,88683
Sensei no Ojikan: Doki Doki School Hours,6.69,せんせいのお時間,TV,16,3230
Slayers,7.76,スレイヤーズ,TV,1948,68326
Slayers Next,8.04,スレイヤーズNEXT,TV,833,45116
Slayers: The Motion Picture,7.3,劇場版スレイヤーズ,Movie,32,16928
Tekken,5.27,鉄拳,OVA,30,11202
Shin Tenchi Muyou!,6.87,新・天地無用!,TV,105,21544
Tenchi Muyou! Ryououki,7.66,天地無用！魎皇鬼,OVA,535,28062
Tenchi Muyou! Ryououki 2nd Season,7.66,天地無用！魎皇鬼,OVA,84,19053
Tenchi Muyou! Ryououki 3rd Season,7.32,天地無用！魎皇鬼 第三期,OVA,47,13159
Vampire Hunter D (2000),7.89,バンパイアハンターD,Movie,1407,90735
Venus Senki,6.78,ヴィナス戦記,Movie,39,5578
Mousou Kagaku Series: Wandaba Style,6.03,妄想科学シリーズ ワンダバスタイル,TV,3,1139
Wind: A Breath of Heart (TV),6,Wind -a breath of heart-,TV,7,4901
Wind: A Breath of Heart OVA,6.24,Wind -a breath of heart- OVA,OVA,1,1545
Wonderful Days,7.04,원더풀 데이즈,Movie,76,18676
Yu☆Gi☆Oh!,7.21,遊☆戯☆王,TV,1097,143794
Grappler Baki: Saidai Tournament-hen,7.45,グラップラー刃牙(バキ) 最大トーナメント編,TV,189,34036
Digimon Adventure,7.79,デジモンアドベンチャー,TV,4907,283580
Yami no Matsuei,7.07,闇の末裔,TV,446,28199
Koutetsu Tenshi Kurumi,6.79,鋼鉄天使くるみ,TV,73,12154
Koutetsu Tenshi Kurumi 2,6.3,鋼鉄天使くるみ2式,TV,8,6791
Koutetsu Tenshi Kurumi Zero,6.11,鋼鉄天使くるみ零,OVA,7,2971
Koutetsu Tenshi Kurumi Encore,6.7,鋼鉄天使くるみ 25-28話,OVA,7,4334
Major S2,8.25,メジャー  (第2シリーズ),TV,308,49941
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.35,ラーゼフォン 間奏曲 / 彼女と彼女自身と 「Thatness And Thereness」,OVA,3,4045
Soukyuu no Fafner: Right of Left - Single Program,7.4,蒼穹のファフナー RIGHT OF LEFT ～single program～,Special,25,6955
Sakura Taisen,6.88,サクラ大戦,TV,49,8002
Sakura Taisen: Le Nouveau Paris,6.44,サクラ大戦『ル・ヌーヴォー・巴里』,OVA,1,1146
DNA²,6.68,Ｄ・Ｎ・Ａ²　～何処かで失くしたあいつのアイツ～,TV,93,23067
Puni Puni☆Poemii,6.56,ぷにぷに☆ぽえみぃ,OVA,98,20922
Steamboy,7.35,スチームボーイ,Movie,137,44740
Tetsuwan Birdy,7.11,鉄腕バーディー,OVA,64,11635
The Big O,7.53,THEビッグオー,TV,816,38174
Bubblegum Crisis Tokyo 2040,7.1,バブルガムクライシス TOKYO2040,TV,176,16087
Musekinin Kanchou Tylor,7.87,無責任艦長タイラー,TV,475,15038
Jin-Rou,7.79,人狼 JIN-ROH,Movie,1359,72439
Moldiver,6.07,モルダイバー,OVA,7,1353
Kaze no Tani no Nausicaä,8.4,風の谷のナウシカ,Movie,3949,224406
Saber Marionette J,7.35,セイバーマリオネットJ,TV,186,15997
Rean no Tsubasa,5.74,リーンの翼,ONA,1,1273
Magikano,6.38,マジカノ,TV,52,19265
Kagi Hime Monogatari: Eikyuu Alice Rondo,6.21,鍵姫物語 永久アリス輪舞曲,TV,20,2859
Hotaru no Haka,8.51,火垂るの墓,Movie,5407,328347
Battle Programmer Shirase,6.94,バトルプログラマーシラセ,TV,102,18899
Kogepan,6.84,こげぱん,TV,36,3780
Honoo no Labyrinth,6.25,炎のらびりんす,OVA,12,5378
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.71,セクシーコマンドー外伝 すごいよ!! マサルさん,TV,129,3138
Noein: Mou Hitori no Kimi e,7.62,ノエイン もうひとりの君へ,TV,746,31440
Mimi wo Sumaseba,8.23,耳をすませば,Movie,2925,166021
Ayakashi: Japanese Classic Horror,7.45,怪～ayakashi～ Japanese Classic Horror,TV,236,24984
Hanbun no Tsuki ga Noboru Sora,7.52,半分の月がのぼる空,TV,476,55246
Itsudatte My Santa!,5.96,いつだってMyサンタ！,OVA,11,8630
Ginga Nagareboshi Gin,8.04,銀牙　流れ星銀,TV,751,11688
Kage kara Mamoru!,6.62,陰からマモル！,TV,26,14549
Amaenaide yo!!,6.5,あまえないでよっ!!,TV,94,42491
PopoloCrois,6.93,ポポロクロイス,TV,2,681
Mugen no Ryvius,7.48,無限のリヴァイアス,TV,309,12388
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,滝隠れの死闘　オレが英雄だってばよ!,Special,275,65621
X OVA,6.84,X -エックス-第零話 予兆,OVA,4,8071
Chobits: Chibits,7,ちょびっツ ちびっツ すもも・琴子　届ける,Special,91,36076
Neko no Ongaeshi,7.8,猫の恩返し,Movie,1045,156144
Jinzou Ningen Kikaider The Animation,6.99,人造人間キカイダーTHE ANIMATION,TV,59,4921
Yuugen Kaisha,6.48,幽幻怪社,OVA,5,2086
Legend of Duo,4.93,LEGEND OF DUO,TV,11,5464
Nekojiru-sou,7.33,ねこぢる草,OVA,739,39335
KO Seiki Beast Sanjuushi,6.52,ＫＯ世紀　ビースト三獣士,OVA,8,834
Futari wa Precure,7,ふたりはプリキュア,TV,229,17643
Mahou no Stage Fancy Lala,7.12,魔法のステージ・ファンシーララ,TV,39,4123
Tenshi ni Narumon!,6.71,天使になるもんっ！,TV,44,2065
Kazemakase Tsukikage Ran,7.12,風まかせ月影蘭,TV,57,5512
Otogi Juushi Akazukin,6.95,おとぎ銃士 赤ずきん,TV,11,1699
Sakura Taisen: Katsudou Shashin,6.45,サクラ大戦 活動写真,Movie,4,3667
Saishuu Heiki Kanojo: Another Love Song,7.1,最終兵器彼女Another Love Song,OVA,17,10463
Popotan,6.29,ぽぽたん,TV,53,10843
Platonic Chain,5.67,プラトニック・チェーン,TV,4,696
PetoPeto-san,6.53,ぺとぺとさん,TV,8,2502
Onmyou Taisenki,7.17,陰陽大戦記,TV,29,2069
Okusama wa Mahou Shoujo,6.34,奥さまは魔法少女,TV,8,2957
Nurse Witch Komugi-chan Magikarte,6.62,ナースウィッチ小麦ちゃんマジカルて,OVA,47,6795
Nurse Angel Ririka SOS,6.72,ナースエンジェルりりかＳＯＳ,TV,13,729
Juubee Ninpuuchou,7.61,獣兵衛忍風帖,Movie,952,68394
Juubee Ninpuuchou: Ryuuhougyoku-hen,6.7,獣兵衛忍風帖「龍宝玉篇」,TV,89,18870
Ninja Ryuukenden,5.65,忍者龍剣伝,OVA,5,2319
Takahashi Rumiko Gekijou Ningyo no Mori,7.06,高橋留美子劇場 人魚の森,TV,78,9796
Night Walker: Mayonaka no Tantei,6.94,Night Walker -真夜中の探偵-,TV,94,7908
Natsu-iro no Sunadokei,6.56,夏色の砂時計,OVA,7,4261
Shichinin no Nana,6.72,七人のナナ,TV,17,1453
Mouse,6.04,マウス,TV,28,10050
Moekan The Animation,5.58,モエかん THE ANIMATION,OVA,0,1266
Mamotte Shugogetten!,6.68,まもって守護月天！,TV,14,3065
Major S1,8.27,メジャー （第1シリーズ）,TV,1271,53971
Mahoutsukai Tai!,7.07,魔法使いTai!,OVA,21,4057
Mahoutsukai Tai! (TV),6.78,魔法使いTai!,TV,25,3914
Mahoromatic Summer Special,7.13,まほろまてぃっく 夏のTVスペシャル,Special,3,7737
Mahoromatic End Year Special,6.93,まほろまてぃっく 年末スペシャル,Special,3,4135
Legend of Basara,7.32,LEGEND OF BASARA,TV,74,4276
Koi Kaze,7.13,恋風,TV,469,31030
Juubee-chan: Lovely Gantai no Himitsu,6.67,十兵衛ちゃん ーラブリー眼帯の秘密,TV,31,8592
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.87,十兵衛ちゃん2 ～シベリア柳生の逆襲～,TV,23,5127
Iketeru Futari,6.63,イケてる２人,TV,32,11244
Ichigo 100% Special 2,6.88,いちご100%,Special,11,13389
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.9,いちご100% 恋が始まる!? 撮影合宿 〜ゆれるココロが東へ西へ〜,Special,8,13298
Hachimitsu to Clover Specials,7.7,ハチミツとクローバー,Special,52,20167
Hikaru no Go: Hokuto Hai e no Michi,7.98,ヒカルの碁 北斗杯への道,Special,37,15964
Haunted Junction,6.65,HAUNTED じゃんくしょん,TV,10,1766
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.28,遙かなる時空の中で 〜紫陽花ゆめ語り〜,OVA,4,1549
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.19,月は東に日は西に〜Operation Sanctuary〜,TV,8,3426
Hanaukyou Maid-tai: La Verite,6.8,花右京メイド隊 La Verite,TV,21,13402
Gunsmith Cats,7.27,ガンスミス キャッツ,OVA,237,19204
Green Green Thirteen: Erolutions,6.13,グリーングリーン THIRTEEN エロリューションズ,OVA,27,18664
Galaxy Angel Z,7.18,ギャラクシーエンジェルＺ,TV,11,5996
Galaxy Angel 3,7.31,ギャラクシーエンジェルＡＡ,TV,22,5251
Galaxy Angel 3 Specials,7.18,ギャラクシーエンジェルＡ,Special,2,2058
Galaxy Angel 4,7.22,ギャラクシーエンジェル4,TV,11,4029
Air in Summer,7.33,AIR イン サマー,Special,44,29724
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,闘牌伝説アカギ　闇に舞い降りた天才,TV,1041,42335
Azumanga Daioh: Gekijou Tanpen,7.03,あずまんが大王（劇場短編）,Special,23,29463
Denshin Mamotte Shugogetten,6.49,伝心　まもって守護月天！,OVA,7,1642
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.23,エルフ版 下級生 あなただけを見つめて…,OVA,5,1458
Fullmetal Alchemist: Reflections,7.29,鋼の錬金術師,Special,55,23507
JoJo no Kimyou na Bouken: Adventure,7.18,ジョジョの奇妙な冒険 ADVENTURE,OVA,338,33370
JoJo no Kimyou na Bouken,7.35,ジョジョの奇妙な冒険,OVA,1311,43368
Kashimashi: Girl Meets Girl,6.67,かしまし〜ガール・ミーツ・ガール〜,TV,186,25767
Koi Koi 7,5.81,こいこい7,TV,18,6632
Kujibiki Unbalance,6.12,くじびきアンバランス,OVA,5,6826
Lamune,6.83,ラムネ,TV,73,21386
Lemon Angel Project,6.59,レモン エンジェル プロジェクト,TV,21,3211
Mai-HiME Specials,6.93,舞-HiME,Special,25,7841
One: Kagayaku Kisetsu e,5.22,ONE ～輝く季節へ～,OVA,4,1393
Refrain Blue,5.8,Refrain Blue,OVA,1,912
Sentimental Journey,6.36,センチメンタルジャーニー,TV,3,770
Shadow Skill: Eigi,7.12,影技 SHADOW SKILL,TV,74,5146
Shadow Skill (1996),6.59,影技 SHADOW SKILL,OVA,13,3014
Tenbatsu Angel Rabbie☆,5.16,天罰エンジェルラビィ☆,OVA,1,1067
Otogi Story Tenshi no Shippo,6.56,おとぎストーリー　天使のしっぽ,TV,30,6968
